cluster,gene,p_val,p_val_adj,avg_log2FC,pct.1,pct.2
1,Tspan13,4.532246229791226e-5,1,-0.8114228858659782,1,0.996
1,Asic1,4.578612732847417e-5,1,0.8676387410131747,0.971,0.923
1,Slc4a4,4.6037058189573473e-5,1,0.6354231099316809,0.971,0.976
1,Dab1,4.6174030666279644e-5,1,0.9008912174021191,0.943,0.744
1,Dpy19l1,4.660461881145733e-5,1,0.6179028946567886,1,0.947
1,Erp29,4.705578083333861e-5,1,0.4174880487100783,1,0.988
1,Plec,4.7096590050279366e-5,1,0.6227734291214126,1,0.992
1,Pid1,4.720669342462195e-5,1,-1.7268767765426225,0.6,0.789
1,Gpm6b,4.777126649839096e-5,1,0.1103359607871246,0.971,0.923
1,Rnd3,4.819868432224546e-5,1,0.13710085225807767,1,0.976
1,Pnck,4.886761780916151e-5,1,0.7952893176839173,1,0.85
1,Pold3,4.895634385291618e-5,1,0.5599364003355043,1,0.947
1,Apoe,4.899898068578233e-5,1,0.29056881778798527,1,0.943
1,Ybx1,4.9344653784654426e-5,1,0.27719506658697846,1,1
1,Acy3,5.0271703418981164e-5,1,-1.9906843496965596,0.314,0.679
1,Hist3h2ba,5.124605776128466e-5,1,0.5908390670578254,1,0.947
1,Spats2l,5.363231208599419e-5,1,0.7969990785886036,1,0.882
1,Ccdc172,5.458515329344493e-5,1,-3.2742313528560656,0.257,0.561
1,Galnt17,5.500721423784159e-5,1,0.5396541347746364,1,0.992
1,Clgn,5.529534250600149e-5,1,0.49865718696817485,1,0.976
1,Vim,5.6437601552859624e-5,1,0.100629002050594,1,0.996
1,St18,5.651555707928153e-5,1,4.298658315564515,0.143,0.016
1,Armcx4,5.704178613497125e-5,1,0.8626436825193511,0.971,0.87
1,Celf6,5.714945898784553e-5,1,0.6585088935956307,1,0.874
1,Mgarp,5.764228076640714e-5,1,2.2565026684020615,0.714,0.577
1,Slc2a13,5.7833601144483496e-5,1,0.8506252458515804,0.914,0.764
1,Grin3a,5.793093450134852e-5,1,0.8344168182849012,0.971,0.862
1,Fgf13,5.8615680107804025e-5,1,0.5535664937956515,1,0.992
1,Htr1a,5.868690013915865e-5,1,0.7968155252528422,0.829,0.598
1,Wls,5.8844189052729114e-5,1,0.6239836381104711,1,0.923
1,Ak1,5.93766419423603e-5,1,0.48854489354434794,1,0.984
1,Phlda1,6.078825991216982e-5,1,0.3325553451904364,1,0.967
1,Arhgap17,6.0942438641698566e-5,1,0.5493444693325014,1,0.984
1,Nptx1,6.234016750148273e-5,1,-2.634978696633956,0.6,0.785
1,Usp22,6.398239716053804e-5,1,0.4354933773178882,1,0.992
1,Qdpr,6.433350408278388e-5,1,0.3975120894757138,1,1
1,Crmp1,6.463184627601657e-5,1,0.529767968908657,1,0.988
1,Rasef,6.575713147239912e-5,1,0.8780759461865033,0.943,0.837
1,Eif2s2,6.683390762377715e-5,1,0.2653198684679072,1,1
1,Afap1,6.753615427974959e-5,1,0.43006722775916373,1,0.862
1,Ncoa7,6.777080870636519e-5,1,0.44749466471883004,1,0.996
1,Syt6,6.864872193523014e-5,1,-2.1688845345449446,0.457,0.711
1,Arntl,6.882566539923275e-5,1,0.49346906072502605,0.914,0.772
1,Ppp4r4,6.921681783478699e-5,1,0.647030813146297,1,0.947
1,Olfml3,6.93943167543789e-5,1,-2.257752887986026,0.457,0.691
